"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","target","test","image_start","word_start","Valence","Matchness","exp_condition","screen_id"
"","","","","","instructions","10","74201","0.0-6.0","51440","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":3328},{""page_index"":1,""viewing_time"":46217},{""page_index"":2,""viewing_time"":1135},{""page_index"":3,""viewing_time"":760}]","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","11","76492","0.0-7.0-0.0-0.0","1137","","j","","","","","","","","","","","","","key","j","4.1661115173674546","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Practice",""
"","","","","","html-keyboard-response","12","76794","0.0-7.0-0.0-1.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","13","78923","0.0-7.0-0.0-0.1","977","","f","","","","","","","","","","","","","key","f","4.164469548133617","768","428","f","true","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Practice",""
"","","","","","html-keyboard-response","14","79235","0.0-7.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","15","81135","0.0-7.0-0.0-0.2","748","","j","","","","","","","","","","","","","key","j","4.1613039647576855","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Practice",""
"","","","","","html-keyboard-response","16","81450","0.0-7.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","17","83432","0.0-7.0-0.0-0.3","832","","j","","","","","","","","","","","","","key","j","4.1661329113924115","768","428","f","false","3_Stimuli/C_ambi40.png","他人","Image","Word","1000","1150","朋友","Mismatch","Practice",""
"","","","","","html-keyboard-response","18","83734","0.0-7.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","19","85531","0.0-7.0-0.0-0.4","644","","j","","","","","","","","","","","","","key","j","4.1651186046511715","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Practice",""
"","","","","","html-keyboard-response","20","85835","0.0-7.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","21","87559","0.0-7.0-0.0-0.5","573","","j","","","","","","","","","","","","","key","j","4.166014527845032","768","428","j","true","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Practice",""
"","","","","","html-keyboard-response","22","87875","0.0-7.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","23","89640","0.0-7.0-0.0-0.6","612","","j","","","","","","","","","","","","","key","j","4.16483135391924","768","428","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Practice",""
"","","","","","html-keyboard-response","24","89951","0.0-7.0-0.0-1.6","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","25","91887","0.0-7.0-0.0-0.7","784","","f","","","","","","","","","","","","","key","f","4.164974137931024","768","428","f","true","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Practice",""
"","","","","","html-keyboard-response","26","92193","0.0-7.0-0.0-1.7","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","27","94505","0.0-7.0-0.0-0.8","1157","","f","","","","","","","","","","","","","key","f","4.162826714801454","768","428","f","true","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Practice",""
"","","","","","html-keyboard-response","28","94814","0.0-7.0-0.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","29","96875","0.0-7.0-0.0-0.9","906","","j","","","","","","","","","","","","","key","j","4.165902636916822","768","428","j","true","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Practice",""
"","","","","","html-keyboard-response","30","97180","0.0-7.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","31","99199","0.0-7.0-0.0-0.10","866","","f","","","","","","","","","","","","","key","f","4.170770186335381","768","428","f","true","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","自我","Mismatch","Practice",""
"","","","","","html-keyboard-response","32","99500","0.0-7.0-0.0-1.10","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","33","101287","0.0-7.0-0.0-0.11","635","","j","","","","","","","","","","","","","key","j","4.198721040189111","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Practice",""
"","","","","","html-keyboard-response","34","101601","0.0-7.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","35","103471","0.0-7.0-0.0-0.12","715","","j","","","","","","","","","","","","","key","j","4.166447427293069","768","428","f","false","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Practice",""
"","","","","","html-keyboard-response","36","103787","0.0-7.0-0.0-1.12","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","37","105753","0.0-7.0-0.0-0.13","815","","j","","","","","","","","","","","","","key","j","4.1620084925689955","768","428","j","true","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Practice",""
"","","","","","html-keyboard-response","38","106057","0.0-7.0-0.0-1.13","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","39","107759","0.0-7.0-0.0-0.14","550","","j","","","","","","","","","","","","","key","j","4.1657916666666575","768","428","f","false","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Practice",""
"","","","","","html-keyboard-response","40","108070","0.0-7.0-0.0-1.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","41","109548","0.0-7.0-0.0-0.15","327","","j","","","","","","","","","","","","","key","j","4.160028328611913","768","428","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","他人","Mismatch","Practice",""
"","","","","","html-keyboard-response","42","109864","0.0-7.0-0.0-1.15","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","43","111739","0.0-7.0-0.0-0.16","722","","j","","","","","","","","","","","","","key","j","4.165708240534501","768","428","j","true","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Practice",""
"","","","","","html-keyboard-response","44","112045","0.0-7.0-0.0-1.16","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","45","113943","0.0-7.0-0.0-0.17","748","","f","","","","","","","","","","","","","key","f","4.162601321585895","768","428","f","true","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Practice",""
"","","","","","html-keyboard-response","46","114244","0.0-7.0-0.0-1.17","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","47","115889","0.0-7.0-0.0-0.18","494","","j","","","","","","","","","","","","","key","j","4.16331552162851","768","428","j","true","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Practice",""
"","","","","","html-keyboard-response","48","116191","0.0-7.0-0.0-1.18","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","49","117727","0.0-7.0-0.0-0.19","382","","j","","","","","","","","","","","","","key","j","4.166106267029961","768","428","j","true","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Practice",""
"","","","","","html-keyboard-response","50","118034","0.0-7.0-0.0-1.19","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","51","119659","0.0-7.0-0.0-0.20","474","","j","","","","","","","","","","","","","key","j","4.165961139896377","768","428","j","true","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Practice",""
"","","","","","html-keyboard-response","52","119965","0.0-7.0-0.0-1.20","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","53","121911","0.0-7.0-0.0-0.21","793","","f","","","","","","","","","","","","","key","f","4.15977155172415","768","428","f","true","3_Stimuli/C_ambi40.png","自我","Image","Word","1000","1150","朋友","Mismatch","Practice",""
"","","","","","html-keyboard-response","54","122225","0.0-7.0-0.0-1.21","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","55","124051","0.0-7.0-0.0-0.22","673","","f","","","","","","","","","","","","","key","f","4.16572540045768","768","428","f","true","3_Stimuli/C_ambi40.png","自我","Word","Image","1150","1000","朋友","Mismatch","Practice",""
"","","","","","html-keyboard-response","56","124361","0.0-7.0-0.0-1.22","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","57","126020","0.0-7.0-0.0-0.23","506","","j","","","","","","","","","","","","","key","j","4.161714646464658","768","428","j","true","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Practice",""
"","","","","","html-keyboard-response","58","126329","0.0-7.0-0.0-1.23","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","html-keyboard-response","59","129195","0.0-8.0","2863","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                          <div><p class='context'>您正确回答了79% 的试次。</p><p class='context'>您的平均反应时为739毫秒。</p><p class='context'>恭喜您完成练习。按任意键进入正式实验。</p><p class='footer' style='font-size: 35px; line-height:40px;'>请在进入正式实验实验之前将您的<span style='color: lightgreen;'>食指</span>放在电脑键盘的相应键位上进行按键。</p>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","60","130747","0.0-9.0-0.0-0.0-0.0-0.0","400","","j","","","","","","","","","","","","","key","j","4.163630727762829","768","428","f","false","3_Stimuli/C_ambi40.png","自我","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","61","132651","0.0-9.0-0.0-0.0-0.0-0.1","750","","f","","","","","","","","","","","","","key","f","4.166090109890102","768","428","f","true","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","62","134647","0.0-9.0-0.0-0.0-0.0-0.2","846","","j","","","","","","","","","","","","","key","j","4.16609205020919","768","428","j","true","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","63","136364","0.0-9.0-0.0-0.0-0.0-0.3","564","","j","","","","","","","","","","","","","key","j","4.166097323600981","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","64","138055","0.0-9.0-0.0-0.0-0.0-0.4","538","","j","","","","","","","","","","","","","key","j","4.166190123456792","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","65","139799","0.0-9.0-0.0-0.0-0.0-0.5","591","","j","","","","","","","","","","","","","key","j","4.166182254196666","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","66","141679","0.0-9.0-0.0-0.0-0.0-0.6","729","","f","","","","","","","","","","","","","key","f","4.166140000000014","768","428","f","true","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","67","143419","0.0-9.0-0.0-0.0-0.0-0.7","586","","j","","","","","","","","","","","","","key","j","4.166201923076887","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","68","145463","0.0-9.0-0.0-0.0-0.0-0.8","893","","f","","","","","","","","","","","","","key","f","4.166193877551016","768","428","j","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","69","147252","0.0-9.0-0.0-0.0-0.0-0.9","637","","j","","","","","","","","","","","","","key","j","4.166058411214962","768","428","j","true","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","70","148943","0.0-9.0-0.0-0.0-0.0-0.10","540","","j","","","","","","","","","","","","","key","j","4.16595061728393","768","428","f","false","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","71","150622","0.0-9.0-0.0-0.0-0.0-0.11","528","","j","","","","","","","","","","","","","key","j","4.166049751243801","768","428","f","false","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","72","152391","0.0-9.0-0.0-0.0-0.0-0.12","618","","j","","","","","","","","","","","","","key","j","4.166075650118203","768","428","f","false","3_Stimuli/C_ambi40.png","他人","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","73","154022","0.0-9.0-0.0-0.0-0.0-0.13","479","","f","","","","","","","","","","","","","key","f","4.166123076923078","768","428","f","true","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","74","156342","0.0-9.0-0.0-0.0-0.0-0.14","1169","","f","","","","","","","","","","","","","key","f","4.16629729729732","768","428","f","true","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","75","158143","0.0-9.0-0.0-0.0-0.0-0.15","651","","f","","","","","","","","","","","","","key","f","4.16621577726217","768","428","j","false","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","76","159954","0.0-9.0-0.0-0.0-0.0-0.16","658","","j","","","","","","","","","","","","","key","j","4.1658729792147895","768","428","j","true","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","77","161526","0.0-9.0-0.0-0.0-0.0-0.17","421","","j","","","","","","","","","","","","","key","j","4.199600536193032","768","428","f","false","3_Stimuli/C_ambi40.png","自我","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","78","163482","0.0-9.0-0.0-0.0-0.0-0.18","804","","f","","","","","","","","","","","","","key","f","4.166085470085414","768","428","j","false","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","79","165318","0.0-9.0-0.0-0.0-0.0-0.19","685","","f","","","","","","","","","","","","","key","f","4.1659840546697","768","428","f","true","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","80","167374","0.0-9.0-0.0-0.0-0.0-0.20","903","","f","","","","","","","","","","","","","key","f","4.166199186991848","768","428","f","true","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","81","169387","0.0-9.0-0.0-0.0-0.0-0.21","863","","f","","","","","","","","","","","","","key","f","4.166203742203718","768","428","j","false","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","82","171366","0.0-9.0-0.0-0.0-0.0-0.22","825","","j","","","","","","","","","","","","","key","j","4.166078059071771","768","428","f","false","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","83","173014","0.0-9.0-0.0-0.0-0.0-0.23","497","","j","","","","","","","","","","","","","key","j","4.166058375634508","768","428","j","true","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","84","174718","0.0-9.0-0.0-0.0-0.0-0.24","552","","j","","","","","","","","","","","","","key","j","4.166257985257952","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","85","176617","0.0-9.0-0.0-0.0-0.0-0.25","748","","f","","","","","","","","","","","","","key","f","4.166243956043899","768","428","j","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","86","178470","0.0-9.0-0.0-0.0-0.0-0.26","701","","j","","","","","","","","","","","","","key","j","4.16621621621619","768","428","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","87","180368","0.0-9.0-0.0-0.0-0.0-0.27","745","","f","","","","","","","","","","","","","key","f","4.166198237885458","768","428","f","true","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","88","182211","0.0-9.0-0.0-0.0-0.0-0.28","693","","f","","","","","","","","","","","","","key","f","4.166054421768731","768","428","f","true","3_Stimuli/C_ambi40.png","自我","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","89","184302","0.0-9.0-0.0-0.0-0.0-0.29","938","","f","","","","","","","","","","","","","key","f","4.166069860279443","768","428","j","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","90","186070","0.0-9.0-0.0-0.0-0.0-0.30","614","","j","","","","","","","","","","","","","key","j","4.166248226950295","768","428","j","true","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","91","187871","0.0-9.0-0.0-0.0-0.0-0.31","649","","f","","","","","","","","","","","","","key","f","4.16608584686778","768","428","f","true","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","92","189598","0.0-9.0-0.0-0.0-0.0-0.32","577","","j","","","","","","","","","","","","","key","j","4.166065375302644","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","93","191459","0.0-9.0-0.0-0.0-0.0-0.33","709","","f","","","","","","","","","","","","","key","f","4.166197309417065","768","428","j","false","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","94","193470","0.0-9.0-0.0-0.0-0.0-0.34","859","","f","","","","","","","","","","","","","key","f","4.166222453222471","768","428","f","true","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","95","195394","0.0-9.0-0.0-0.0-0.0-0.35","773","","j","","","","","","","","","","","","","key","j","4.166104347826078","768","428","j","true","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","96","197187","0.0-9.0-0.0-0.0-0.0-0.36","641","","f","","","","","","","","","","","","","key","f","4.16607692307693","768","428","f","true","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","97","198907","0.0-9.0-0.0-0.0-0.0-0.37","569","","j","","","","","","","","","","","","","key","j","4.166128953771313","768","428","j","true","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","98","200962","0.0-9.0-0.0-0.0-0.0-0.38","904","","f","","","","","","","","","","","","","key","f","4.166158859470474","768","428","f","true","3_Stimuli/C_ambi40.png","他人","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","99","202787","0.0-9.0-0.0-0.0-0.0-0.39","671","","f","","","","","","","","","","","","","key","f","4.166276887871855","768","428","f","true","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","100","204617","0.0-9.0-0.0-0.0-0.0-0.40","677","","f","","","","","","","","","","","","","key","f","4.166189497716889","768","428","f","true","3_Stimuli/C_ambi40.png","自我","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","101","206454","0.0-9.0-0.0-0.0-0.0-0.41","685","","f","","","","","","","","","","","","","key","f","4.166068181818198","768","428","f","true","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","102","208313","0.0-9.0-0.0-0.0-0.0-0.42","706","","j","","","","","","","","","","","","","key","j","4.166161797752832","768","428","j","true","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","103","210350","0.0-9.0-0.0-0.0-0.0-0.43","885","","f","","","","","","","","","","","","","key","f","4.166229508196712","768","428","f","true","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","104","212350","0.0-9.0-0.0-0.0-0.0-0.44","848","","j","","","","","","","","","","","","","key","j","4.1660501043841345","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","105","214351","0.0-9.0-0.0-0.0-0.0-0.45","849","","f","","","","","","","","","","","","","key","f","4.164027139874715","768","428","f","true","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","106","216418","0.0-9.0-0.0-0.0-0.0-0.46","915","","j","","","","","","","","","","","","","key","j","4.166066801619456","768","428","j","true","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","107","218266","0.0-9.0-0.0-0.0-0.0-0.47","694","","f","","","","","","","","","","","","","key","f","4.166309954751111","768","428","j","false","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","108","219958","0.0-9.0-0.0-0.0-0.0-0.48","541","","j","","","","","","","","","","","","","key","j","4.166034567901249","768","428","j","true","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","109","222134","0.0-9.0-0.0-0.0-0.0-0.49","1025","","f","","","","","","","","","","","","","key","f","4.198234042553179","768","428","j","false","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","110","224262","0.0-9.0-0.0-0.0-0.0-0.50","976","","f","","","","","","","","","","","","","key","f","4.166155206286844","768","428","f","true","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","111","226059","0.0-9.0-0.0-0.0-0.0-0.51","646","","f","","","","","","","","","","","","","key","f","4.1660394431555074","768","428","f","true","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","112","228162","0.0-9.0-0.0-0.0-0.0-0.52","949","","f","","","","","","","","","","","","","key","f","4.166202783300211","768","428","f","true","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","113","229934","0.0-9.0-0.0-0.0-0.0-0.53","622","","j","","","","","","","","","","","","","key","j","4.166132075471704","768","428","j","true","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","114","231854","0.0-9.0-0.0-0.0-0.0-0.54","768","","f","","","","","","","","","","","","","key","f","4.1660782608695826","768","428","f","true","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","115","233962","0.0-9.0-0.0-0.0-0.0-0.55","954","","f","","","","","","","","","","","","","key","f","4.166079207920783","768","428","f","true","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Formal",""
